Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
09/10/2024,Sell to Close,META 09/20/2024 555.00 C,CALL META PLATFORMS INC $555 EXP 09/20/24,1,$0.45,$0.66,$44.34
09/10/2024,Buy to Open,TSLA 09/20/2024 230.00 C,CALL TESLA INC $230 EXP 09/20/24,1,$6.10,$0.66,-$610.66
09/10/2024,Sell to Close,TSLA 09/13/2024 220.00 C,CALL TESLA INC $220 EXP 09/13/24,1,$7.65,$0.68,$764.32
09/09/2024,Sell to Close,PLTR 09/20/2024 34.00 C,CALL PALANTIR TECHNOLOGI$34 EXP 09/20/24,2,$1.37,$1.34,$272.66
09/09/2024,Buy to Open,PLTR 09/20/2024 34.00 C,CALL PALANTIR TECHNOLOGI$34 EXP 09/20/24,2,$1.25,$1.32,-$251.32
09/09/2024,Sell to Close,NVDA 09/13/2024 105.00 C,CALL NVIDIA CORP $105 EXP 09/13/24,1,$3.75,$0.67,$374.33
09/06/2024,Buy to Open,NVDA 09/13/2024 105.00 C,CALL NVIDIA CORP $105 EXP 09/13/24,1,$2.64,$0.66,-$264.66
09/06/2024,Buy to Open,TSLA 09/13/2024 220.00 C,CALL TESLA INC $220 EXP 09/13/24,1,$4.97,$0.66,-$497.66
09/06/2024,Buy to Open,NVDA 09/13/2024 105.00 C,CALL NVIDIA CORP $105 EXP 09/13/24,2,$2.35,$1.32,-$471.32
09/06/2024,Buy to Open,TLT 10/18/2024 100.00 C,CALL ISHR 20+ TSY $100 EXP 10/18/24,3,$2.04,$1.98,-$613.98
09/06/2024,Buy to Open,SPY 09/11/2024 546.00 C,CALL SPDR S&P 500 $546 EXP 09/11/24,1,$3.94,$0.66,-$394.66
09/06/2024,Sell to Close,PINS 11/15/2024 32.00 C,CALL PINTEREST INC $32 EXP 11/15/24,2,$2.02,$1.34,$402.66
09/05/2024,Buy to Open,TSLA 09/13/2024 235.00 C,CALL TESLA INC $235 EXP 09/13/24,1,$5.16,$0.66,-$516.66
09/05/2024,Buy to Open,IWM 01/17/2025 225.00 C,CALL ISHR RUSSELL 2000 $225 EXP 01/17/25,1,$6.91,$0.66,-$691.66
09/05/2024,Sell to Close,META 09/13/2024 520.00 C,CALL META PLATFORMS INC $520 EXP 09/13/24,1,$10.65,$0.69,"$1,064.31"
09/05/2024,Buy to Open,META 09/13/2024 525.00 C,CALL META PLATFORMS INC $525 EXP 09/13/24,1,$7.25,$0.66,-$725.66
09/05/2024,Sell to Close,TSLA 10/11/2024 245.00 C,CALL TESLA INC $245 EXP 10/11/24,1,$11.90,$0.69,"$1,189.31"
09/04/2024,Buy to Open,TSLA 10/11/2024 245.00 C,CALL TESLA INC $245 EXP 10/11/24,1,$7.70,$0.66,-$770.66
09/04/2024,Buy to Open,META 09/13/2024 520.00 C,CALL META PLATFORMS INC $520 EXP 09/13/24,1,$6.85,$0.66,-$685.66
09/04/2024,Sell to Close,TSLA 09/06/2024 217.50 C,CALL TESLA INC $217.5 EXP 09/06/24,1,$5.90,$0.68,$589.32
09/04/2024,Buy to Open,AVGO 09/13/2024 160.00 C,CALL BROADCOM INC $160 EXP 09/13/24,1,$3.45,$0.66,-$345.66
09/04/2024,Sell to Close,TSLA 09/13/2024 215.00 C,CALL TESLA INC $215 EXP 09/13/24,1,$8.80,$0.68,$879.32
09/04/2024,Buy to Open,TSLA 09/13/2024 215.00 C,CALL TESLA INC $215 EXP 09/13/24,1,$6.65,$0.66,-$665.66
09/04/2024 as of 09/03/2024,Expired,SPXW 09/03/2024 5570.00 C,CALL S & P 500 INDEX $5570 EXP 09/03/24,-1,,,
09/03/2024,Sell to Close,CELH 09/20/2024 41.00 C,CALL CELSIUS HOLDINGS IN$41 EXP 09/20/24,2,$0.64,$1.33,$126.67
09/03/2024,Buy to Open,AMZN 10/18/2024 180.00 C,CALL AMAZON.COM INC $180 EXP 10/18/24,1,$5.70,$0.66,-$570.66
09/03/2024,Buy to Open,SPXW 09/03/2024 5570.00 C,CALL S & P 500 INDEX $5570 EXP 09/03/24,1,$1.80,$1.22,-$181.22
09/03/2024,Buy,FBL,GRANITESHARES META DAILYETF,100,$26.7058,,"-$2,670.58"
09/03/2024,Buy,FBL,GRANITESHARES META DAILYETF,100,$26.6008,,"-$2,660.08"
09/03/2024,Buy to Open,TSLA 09/06/2024 217.50 C,CALL TESLA INC $217.5 EXP 09/06/24,1,$3.42,$0.66,-$342.66
09/03/2024,Buy to Open,PINS 11/15/2024 32.00 C,CALL PINTEREST INC $32 EXP 11/15/24,2,$2.84,$1.32,-$569.32
09/03/2024 as of 08/30/2024,Expired,META 08/30/2024 535.00 C,CALL META PLATFORMS INC $535 EXP 08/30/24,-1,,,
08/30/2024,Sell to Close,TSLA 09/06/2024 215.00 C,CALL TESLA INC $215 EXP 09/06/24,2,$4.40,$1.35,$878.65
08/30/2024,Buy to Open,TSLA 09/06/2024 215.00 C,CALL TESLA INC $215 EXP 09/06/24,2,$2.62,$1.32,-$525.32
08/29/2024,Sell,AFRM,AFFIRM HLDGS INC CLASS A,50,$42.04,$0.07,"$2,101.93"
08/28/2024,Sell,SMCI,SUPER MICRO COMPUTER CLASS EQUITY,10,$439.40,$0.12,"$4,393.88"
08/28/2024,Buy,SMCI,SUPER MICRO COMPUTER CLASS EQUITY,10,$406.9999,,"-$4,070.00"
08/27/2024,Sell,NVDA,NVIDIA CORP,50,$128.82,$0.19,"$6,440.81"
08/27/2024,Buy to Open,META 08/30/2024 535.00 C,CALL META PLATFORMS INC $535 EXP 08/30/24,1,$2.56,$0.66,-$256.66
08/26/2024,Buy to Open,UPST 01/17/2025 45.00 C,CALL UPSTART HLDGS INC $45 EXP 01/17/25,1,$9.00,$0.66,-$900.66
08/26/2024,Buy,AFRM,AFFIRM HLDGS INC CLASS A,50,$31.6299,,"-$1,581.50"
08/26/2024,Buy,UPST,UPSTART HLDGS INC,50,$42.15,,"-$2,107.50"
08/26/2024,Sell to Close,LULU 01/17/2025 310.00 C,CALL LULULEMON ATHLETICA$310 EXP 01/17/25,1,$19.55,$0.71,"$1,954.29"
08/26/2024 as of 08/23/2024,Expired,LRCX 08/23/2024 900.00 C,CALL LAM RESEARCH CORP $900 EXP 08/23/24,-1,,,
08/22/2024,Buy to Open,META 09/20/2024 555.00 C,CALL META PLATFORMS INC $555 EXP 09/20/24,1,$13.60,$0.66,"-$1,360.66"
08/21/2024,Buy to Open,LRCX 08/23/2024 900.00 C,CALL LAM RESEARCH CORP $900 EXP 08/23/24,1,$4.15,$0.66,-$415.66
08/21/2024,Buy to Open,CELH 09/20/2024 41.00 C,CALL CELSIUS HOLDINGS IN$41 EXP 09/20/24,2,$2.79,$1.32,-$559.32
08/20/2024,Sell to Close,PYPL 12/20/2024 72.50 C,CALL PAYPAL HOLDINGS INC$72.5 EXP 12/20/24,1,$6.50,$0.68,$649.32
08/20/2024,Sell to Close,PYPL 12/20/2024 72.50 C,CALL PAYPAL HOLDINGS INC$72.5 EXP 12/20/24,1,$6.15,$0.68,$614.32
08/16/2024,Buy,RKLB,ROCKET LABORATORY USA IN,25,$6.7399,,-$168.50
08/16/2024,Sell,RKLB,ROCKET LABORATORY USA IN,25,$6.7301,$0.02,$168.23
08/16/2024,Sell Short,RKLB,ROCKET LABORATORY USA IN,25,$6.7304,,$168.26
08/16/2024,Sell,RKLB,ROCKET LABORATORY USA IN,25,$6.62,,$165.50
08/16/2024,Sell,RKLB,ROCKET LABORATORY USA IN,100,$7.0019,$0.04,$700.15
08/16/2024,Sell,RKLB,ROCKET LABORATORY USA IN,150,$6.81,$0.05,"$1,021.45"
08/15/2024,Buy,RKLB,ROCKET LABORATORY USA IN,100,$5.5599,,-$555.99
08/15/2024,Buy,RKLB,ROCKET LABORATORY USA IN,200,$5.5199,,"-$1,103.98"
08/15/2024,Buy to Open,PYPL 12/20/2024 72.50 C,CALL PAYPAL HOLDINGS INC$72.5 EXP 12/20/24,2,$4.10,$1.32,-$821.32
08/15/2024,Buy to Open,LULU 01/17/2025 310.00 C,CALL LULULEMON ATHLETICA$310 EXP 01/17/25,1,$12.80,$0.66,"-$1,280.66"
08/14/2024,Sell to Close,SMCI 08/16/2024 600.00 C,CALL SUPER MICRO COMPUTE$600 EXP 08/16/24,1,$2.55,$0.67,$254.33
08/14/2024,Buy to Open,SMCI 08/16/2024 600.00 C,CALL SUPER MICRO COMPUTE$600 EXP 08/16/24,1,$2.73,$0.66,-$273.66
08/13/2024,Sell to Close,TSLA 09/27/2024 200.00 C,CALL TESLA INC $200 EXP 09/27/24,1,$17.00,$0.71,"$1,699.29"
08/12/2024,Buy to Open,TSLA 09/27/2024 200.00 C,CALL TESLA INC $200 EXP 09/27/24,1,$13.60,$0.66,"-$1,360.66"
08/08/2024,Buy to Close,HOOD 08/09/2024 17.00 P,PUT ROBINHOOD MKTS INC $17 EXP 08/09/24,2,$0.30,$1.32,-$61.32
08/08/2024 as of 08/07/2024,Stock Split,MSTR,MICROSTRATEGY INC CLASS A,63,$124.685,,
08/07/2024,Sell to Open,HOOD 08/09/2024 17.00 P,PUT ROBINHOOD MKTS INC $17 EXP 08/09/24,1,$1.17,$0.66,$116.34
08/07/2024,Sell to Open,HOOD 08/09/2024 17.00 P,PUT ROBINHOOD MKTS INC $17 EXP 08/09/24,1,$1.19,$0.66,$118.34
08/06/2024,Buy,NVDA,NVIDIA CORP,50,$104.36,,"-$5,218.00"
08/06/2024,Sell,SMCI,SUPER MICRO COMPUTER,10,$568.00,$0.16,"$5,679.84"
08/02/2024,Sell to Close,QQQ 08/02/2024 450.00 C,CALL INVESCO QQQ TR $450 EXP 08/02/24,1,$1.74,$0.66,$173.34
08/02/2024,Buy,SMCI,SUPER MICRO COMPUTER,4,$632.8399,,"-$2,531.36"
08/02/2024,Buy to Open,QQQ 08/02/2024 450.00 C,CALL INVESCO QQQ TR $450 EXP 08/02/24,1,$1.86,$0.66,-$186.66
08/02/2024,Buy to Close,TNDM 08/16/2024 35.00 P,PUT TANDEM DIABETES CARE$35 EXP 08/16/24,2,$0.65,$1.32,-$131.32
08/01/2024,Buy to Open,IWM 01/17/2025 221.00 C,CALL ISHR RUSSELL 2000 $221 EXP 01/17/25,1,$13.00,$0.66,"-$1,300.66"
08/01/2024,Sell,SMCI,SUPER MICRO COMPUTER,10,$671.64,$0.19,"$6,716.21"
07/31/2024,Sell to Close,SPY 09/30/2024 530.00 P,PUT SPDR S&P 500 $530 EXP 09/30/24,2,$5.30,$1.36,"$1,058.64"
07/31/2024,Sell to Close,QQQ 07/31/2024 470.00 P,PUT INVESCO QQQ TR $470 EXP 07/31/24,1,$1.28,$0.66,$127.34
07/31/2024,Buy to Open,SPY 09/30/2024 530.00 P,PUT SPDR S&P 500 $530 EXP 09/30/24,1,$5.25,$0.66,-$525.66
07/31/2024,Buy to Open,SPY 09/30/2024 530.00 P,PUT SPDR S&P 500 $530 EXP 09/30/24,1,$5.23,$0.66,-$523.66
07/31/2024,Buy to Open,QQQ 07/31/2024 470.00 P,PUT INVESCO QQQ TR $470 EXP 07/31/24,1,$2.18,$0.66,-$218.66
07/29/2024,Sell to Open,TNDM 08/16/2024 35.00 P,PUT TANDEM DIABETES CARE$35 EXP 08/16/24,2,$2.72,$1.35,$542.65
07/29/2024 as of 07/26/2024,Expired,AMD 07/26/2024 180.00 C,CALL ADVANCED MICRO DEVI$180 EXP 07/26/24,-1,,,
07/26/2024,Buy to Close,CMG 07/26/2024 51.00 P,PUT CHIPOTLE MEXICAN GRL$51 EXP 07/26/24,5,$0.51,$3.30,-$258.30
07/26/2024,Sell to Close,CMG 07/26/2024 50.00 P,PUT CHIPOTLE MEXICAN GRL$50 EXP 07/26/24,5,$0.16,$3.31,$76.69
07/25/2024,Buy to Open,IWM 01/17/2025 221.00 C,CALL ISHR RUSSELL 2000 $221 EXP 01/17/25,1,$16.86,$0.66,"-$1,686.66"
07/25/2024,Buy,SMCI,SUPER MICRO COMPUTER,1,$710.6499,,-$710.65
07/25/2024,Buy,MSTR,MICROSTRATEGY INC CLASS A,1,"$1,550.00",,"-$1,550.00"
07/25/2024,Sell to Close,TQQQ 07/26/2024 66.00 C,CALL PROSHR QQQ 3X $66 EXP 07/26/24,2,$0.96,$1.34,$190.66
07/24/2024,Buy to Open,TQQQ 07/26/2024 66.00 C,CALL PROSHR QQQ 3X $66 EXP 07/26/24,2,$1.52,$1.32,-$305.32
07/24/2024,Buy to Open,CMG 07/26/2024 50.00 P,PUT CHIPOTLE MEXICAN GRL$50 EXP 07/26/24,5,$1.62,$3.30,-$813.30
07/24/2024,Sell to Open,CMG 07/26/2024 51.00 P,PUT CHIPOTLE MEXICAN GRL$51 EXP 07/26/24,5,$2.02,$3.34,"$1,006.66"
07/24/2024,Sell to Close,SPY 09/20/2024 553.00 P,PUT SPDR S&P 500 $553 EXP 09/20/24,1,$14.15,$0.70,"$1,414.30"
07/24/2024,Sell to Close,SPY 09/20/2024 553.00 P,PUT SPDR S&P 500 $553 EXP 09/20/24,1,$14.05,$0.70,"$1,404.30"
07/24/2024,Buy to Open,IWM 12/20/2024 222.00 C,CALL ISHR RUSSELL 2000 $222 EXP 12/20/24,2,$14.28,$1.32,"-$2,857.32"
07/23/2024,Sell,TSLA,TESLA INC,40,$230.00,$0.27,"$9,199.73"
07/23/2024,Buy to Open,MARA 12/20/2024 28.00 C,CALL MARATHON DIGITAL HL$28 EXP 12/20/24,3,$4.25,$1.98,"-$1,276.98"
07/23/2024,Buy,TSLA,TESLA INC,40,$248.55,,"-$9,942.00"
07/22/2024,Buy,SMCI,SUPER MICRO COMPUTER,1,$784.3199,,-$784.32
07/22/2024,Sell to Close,QQQ 09/20/2024 475.00 P,PUT INVESCO QQQ TR $475 EXP 09/20/24,1,$9.70,$0.69,$969.31
07/22/2024,Sell to Close,AMZN 10/18/2024 215.00 C,CALL AMAZON.COM INC $215 EXP 10/18/24,1,$2.77,$0.67,$276.33
07/22/2024,Buy to Open,QQQ 09/20/2024 475.00 P,PUT INVESCO QQQ TR $475 EXP 09/20/24,1,$11.87,$0.66,"-$1,187.66"
07/22/2024,Buy to Open,SPY 09/20/2024 553.00 P,PUT SPDR S&P 500 $553 EXP 09/20/24,1,$9.99,$0.66,-$999.66
07/22/2024,Sell to Close,AMZN 09/20/2024 205.00 C,CALL AMAZON.COM INC $205 EXP 09/20/24,1,$3.50,$0.67,$349.33
07/22/2024,Buy to Open,SPY 09/20/2024 553.00 P,PUT SPDR S&P 500 $553 EXP 09/20/24,1,$9.65,$0.66,-$965.66
07/22/2024,Sell to Close,AMD 08/23/2024 190.00 C,CALL ADVANCED MICRO DEVI$190 EXP 08/23/24,1,$1.30,$0.66,$129.34
07/22/2024,Sell to Close,META 07/26/2024 500.00 C,CALL META PLATFORMS INC $500 EXP 07/26/24,1,$4.00,$0.67,$399.33
07/22/2024,Buy to Open,META 07/26/2024 500.00 C,CALL META PLATFORMS INC $500 EXP 07/26/24,1,$5.05,$0.66,-$505.66
07/22/2024,Sell to Close,AMZN 08/16/2024 200.00 C,CALL AMAZON.COM INC $200 EXP 08/16/24,1,$3.05,$0.67,$304.33
07/22/2024,Sell to Close,AMZN 11/15/2024 190.00 C,CALL AMAZON.COM INC $190 EXP 11/15/24,1,$13.05,$0.70,"$1,304.30"
07/22/2024,Sell to Close,CRWD 08/02/2024 200.00 P,PUT CROWDSTRIKE HLDGS IN$200 EXP 08/02/24,2,$1.71,$1.34,$340.66
07/22/2024,Buy to Open,CRWD 08/02/2024 200.00 P,PUT CROWDSTRIKE HLDGS IN$200 EXP 08/02/24,2,$1.59,$1.32,-$319.32
07/22/2024,Sell to Close,META 08/23/2024 500.00 C,CALL META PLATFORMS INC $500 EXP 08/23/24,1,$24.40,$0.73,"$2,439.27"
07/22/2024,Sell to Close,META 11/15/2024 480.00 C,CALL META PLATFORMS INC $480 EXP 11/15/24,1,$55.25,$0.81,"$5,524.19"
07/22/2024 as of 07/19/2024,Expired,MU 07/19/2024 165.00 C,CALL MICRON TECHNOLOGY $165 EXP 07/19/24,-1,,,
07/18/2024,Buy to Open,META 11/15/2024 480.00 C,CALL META PLATFORMS INC $480 EXP 11/15/24,1,$44.75,$0.66,"-$4,475.66"
07/18/2024,Buy,SMCI,SUPER MICRO COMPUTER,1,$785.9899,,-$785.99
07/18/2024,Buy,MSTR,MICROSTRATEGY INC CLASS A,1,"$1,539.9999",,"-$1,540.00"
07/18/2024,Buy to Open,AMZN 11/15/2024 190.00 C,CALL AMAZON.COM INC $190 EXP 11/15/24,1,$14.16,$0.66,"-$1,416.66"
07/18/2024,Buy,SMCI,SUPER MICRO COMPUTER,1,$804.00,,-$804.00
07/17/2024,Buy,SMCI,SUPER MICRO COMPUTER,2,$820.9609,,"-$1,641.92"
07/17/2024,Buy to Open,META 08/23/2024 500.00 C,CALL META PLATFORMS INC $500 EXP 08/23/24,1,$16.35,$0.66,"-$1,635.66"
07/15/2024,Buy,SMCI,SUPER MICRO COMPUTER,2,$915.00,,"-$1,830.00"
07/15/2024,Sell to Close,META 07/26/2024 507.50 C,CALL META PLATFORMS INC $507.5 EXP 07/26/24,1,$9.45,$0.69,$944.31
07/15/2024,Buy to Open,AMD 08/23/2024 190.00 C,CALL ADVANCED MICRO DEVI$190 EXP 08/23/24,1,$11.05,$0.66,"-$1,105.66"
07/12/2024,Buy,SMCI,SUPER MICRO COMPUTER,3,$914.58,,"-$2,743.74"
07/12/2024,Sell to Close,IWM 11/15/2024 215.00 C,CALL ISHR RUSSELL 2000 $215 EXP 11/15/24,1,$11.08,$0.69,"$1,107.31"
07/12/2024,Buy to Open,IWM 11/15/2024 215.00 C,CALL ISHR RUSSELL 2000 $215 EXP 11/15/24,1,$11.03,$0.66,"-$1,103.66"
07/12/2024,Buy to Open,META 07/26/2024 507.50 C,CALL META PLATFORMS INC $507.5 EXP 07/26/24,1,$10.85,$0.66,"-$1,085.66"
07/12/2024,Sell to Close,IWM 10/18/2024 210.00 C,CALL ISHR RUSSELL 2000 $210 EXP 10/18/24,2,$11.23,$1.39,"$2,244.61"
07/11/2024,Buy to Open,IWM 10/18/2024 210.00 C,CALL ISHR RUSSELL 2000 $210 EXP 10/18/24,2,$8.69,$1.32,"-$1,739.32"
07/11/2024,Sell to Close,NVDA 07/12/2024 135.00 C,CALL NVIDIA CORP $135 EXP 07/12/24,1,$1.77,$0.66,$176.34
07/10/2024,Sell to Close,AMD 07/26/2024 180.00 C,CALL ADVANCED MICRO DEVI$180 EXP 07/26/24,1,$11.45,$0.69,"$1,144.31"
07/10/2024,Sell to Close,AMD 08/16/2024 170.00 C,CALL ADVANCED MICRO DEVI$170 EXP 08/16/24,1,$20.75,$0.72,"$2,074.28"
07/09/2024,Buy to Open,AMZN 09/20/2024 205.00 C,CALL AMAZON.COM INC $205 EXP 09/20/24,1,$9.95,$0.66,-$995.66
07/08/2024,Sell to Close,AMZN 07/12/2024 200.00 C,CALL AMAZON.COM INC $200 EXP 07/12/24,1,$2.69,$0.67,$268.33
07/08/2024,Buy to Open,AMD 07/26/2024 180.00 C,CALL ADVANCED MICRO DEVI$180 EXP 07/26/24,2,$6.90,$1.32,"-$1,381.32"
07/05/2024,Buy to Open,AMZN 07/12/2024 200.00 C,CALL AMAZON.COM INC $200 EXP 07/12/24,1,$2.75,$0.66,-$275.66
07/05/2024,Sell to Close,META 07/19/2024 530.00 C,CALL META PLATFORMS INC $530 EXP 07/19/24,1,$13.70,$0.70,"$1,369.30"
07/05/2024,Sell to Close,META 07/26/2024 530.00 C,CALL META PLATFORMS INC $530 EXP 07/26/24,1,$11.35,$0.69,"$1,134.31"
07/05/2024,Sell to Close,AMZN 10/18/2024 210.00 C,CALL AMAZON.COM INC $210 EXP 10/18/24,2,$10.25,$1.39,"$2,048.61"
07/03/2024,Buy to Open,META 07/26/2024 530.00 C,CALL META PLATFORMS INC $530 EXP 07/26/24,1,$7.00,$0.66,-$700.66
07/03/2024,Buy to Open,AMD 08/16/2024 170.00 C,CALL ADVANCED MICRO DEVI$170 EXP 08/16/24,1,$9.25,$0.66,-$925.66
07/01/2024,Buy to Open,AMZN 08/16/2024 200.00 C,CALL AMAZON.COM INC $200 EXP 08/16/24,1,$8.65,$0.66,-$865.66
07/01/2024,Sell to Close,TSLA 08/16/2024 220.00 C,CALL TESLA INC $220 EXP 08/16/24,1,$12.60,$0.70,"$1,259.30"
07/01/2024,Buy to Open,TSLA 08/16/2024 220.00 C,CALL TESLA INC $220 EXP 08/16/24,1,$10.50,$0.66,"-$1,050.66"
06/28/2024,Sell to Close,TSLA 06/28/2024 200.00 C,CALL TESLA INC $200 EXP 06/28/24,2,$0.90,$1.34,$178.66
06/27/2024,Buy to Open,TSLA 06/28/2024 200.00 C,CALL TESLA INC $200 EXP 06/28/24,2,$1.85,$1.32,-$371.32
06/26/2024,Buy to Open,META 07/19/2024 530.00 C,CALL META PLATFORMS INC $530 EXP 07/19/24,1,$7.65,$0.66,-$765.66
06/26/2024,Sell to Close,TSLA 07/12/2024 205.00 C,CALL TESLA INC $205 EXP 07/12/24,1,$4.65,$0.67,$464.33
06/26/2024,Buy to Open,MU 07/19/2024 165.00 C,CALL MICRON TECHNOLOGY $165 EXP 07/19/24,1,$4.00,$0.66,-$400.66
06/26/2024,Buy to Open,TSLA 07/12/2024 205.00 C,CALL TESLA INC $205 EXP 07/12/24,1,$3.85,$0.66,-$385.66
06/26/2024,Sell to Close,TSLA 06/28/2024 192.50 C,CALL TESLA INC $192.5 EXP 06/28/24,1,$3.70,$0.67,$369.33
06/26/2024,Sell to Close,TSLA 07/12/2024 190.00 C,CALL TESLA INC $190 EXP 07/12/24,1,$9.60,$0.69,$959.31
06/25/2024,Buy to Open,TSLA 07/12/2024 190.00 C,CALL TESLA INC $190 EXP 07/12/24,1,$5.45,$0.66,-$545.66
06/24/2024,Buy to Open,AMZN 10/18/2024 215.00 C,CALL AMAZON.COM INC $215 EXP 10/18/24,1,$4.65,$0.66,-$465.66
06/24/2024,Sell to Close,AMZN 06/28/2024 192.50 C,CALL AMAZON.COM INC $192.5 EXP 06/28/24,3,$1.65,$2.00,$493.00
06/24/2024,Sell to Close,TSLA 06/28/2024 192.50 C,CALL TESLA INC $192.5 EXP 06/28/24,1,$1.54,$0.66,$153.34
06/24/2024,Sell to Close,TSLA 06/28/2024 192.50 C,CALL TESLA INC $192.5 EXP 06/28/24,3,$2.27,$2.01,$678.99
06/24/2024,Buy to Open,TSLA 06/28/2024 192.50 C,CALL TESLA INC $192.5 EXP 06/28/24,5,$2.24,$3.30,"-$1,123.30"
06/24/2024,Buy to Open,AMZN 10/18/2024 210.00 C,CALL AMAZON.COM INC $210 EXP 10/18/24,2,$6.00,$1.32,"-$1,201.32"
06/24/2024 as of 06/21/2024,Expired,META 06/21/2024 507.50 C,CALL META PLATFORMS INC $507.5 EXP 06/21/24,-2,,,
06/21/2024,Buy,SMCI,SUPER MICRO COMPUTER,5,$907.47,,"-$4,537.35"
06/21/2024,Buy to Open,AMZN 06/28/2024 192.50 C,CALL AMAZON.COM INC $192.5 EXP 06/28/24,1,$0.92,$0.66,-$92.66
06/21/2024,Sell to Close,SPXW 06/21/2024 5425.00 P,PUT S & P 500 INDEX $5425 EXP 06/21/24,1,$1.95,$1.18,$193.82
06/21/2024,Buy to Open,SPXW 06/21/2024 5425.00 P,PUT S & P 500 INDEX $5425 EXP 06/21/24,1,$2.25,$1.18,-$226.18
06/21/2024,Buy to Open,AMZN 06/28/2024 192.50 C,CALL AMAZON.COM INC $192.5 EXP 06/28/24,2,$1.06,$1.32,-$213.32
06/21/2024,Buy to Open,META 06/21/2024 507.50 C,CALL META PLATFORMS INC $507.5 EXP 06/21/24,2,$1.00,$1.32,-$201.32
06/20/2024,Sell to Close,SPY 06/21/2024 544.00 P,PUT SPDR S&P 500 $544 EXP 06/21/24,1,$1.72,$0.66,$171.34
06/20/2024,Buy to Open,NVDA 07/12/2024 135.00 C,CALL NVIDIA CORP $135 EXP 07/12/24,1,$5.09,$0.66,-$509.66
06/20/2024,Buy to Open,SPY 06/21/2024 544.00 P,PUT SPDR S&P 500 $544 EXP 06/21/24,1,$1.59,$0.66,-$159.66
06/20/2024,Sell,SMCI,SUPER MICRO COMPUTER,5,$972.00,$0.14,"$4,859.86"
06/20/2024,Sell,SMCI,SUPER MICRO COMPUTER,5,$980.00,$0.14,"$4,899.86"
06/20/2024,Sell to Close,SMCI 06/28/2024 1100.00 C,CALL SUPER MICRO COMPUTE$1100 EXP 06/28/24,1,$21.10,$0.72,"$2,109.28"
06/20/2024 as of 06/18/2024,Expired,SPXW 06/18/2024 5450.00 P,PUT S & P 500 INDEX $5450 EXP 06/18/24,-1,,,
06/18/2024,Sell to Close,AMZN 06/28/2024 190.00 C,CALL AMAZON.COM INC $190 EXP 06/28/24,1,$0.87,$0.66,$86.34
06/18/2024,Buy to Open,SMCI 06/28/2024 1100.00 C,CALL SUPER MICRO COMPUTE$1100 EXP 06/28/24,1,$10.90,$0.66,"-$1,090.66"
06/18/2024,Sell to Close,META 06/21/2024 515.00 C,CALL META PLATFORMS INC $515 EXP 06/21/24,2,$0.55,$1.33,$108.67
06/18/2024,Sell to Close,ARM 07/19/2024 240.00 C,CALL ARM HLDGS PLC $240 EXP 07/19/24,1,$2.15,$0.67,$214.33
06/18/2024,Buy to Open,ARM 07/19/2024 240.00 C,CALL ARM HLDGS PLC $240 EXP 07/19/24,1,$1.70,$0.66,-$170.66
06/18/2024,Buy to Open,SPXW 06/18/2024 5450.00 P,PUT S & P 500 INDEX $5450 EXP 06/18/24,1,$2.15,$1.18,-$216.18
06/18/2024,Buy to Open,META 06/21/2024 515.00 C,CALL META PLATFORMS INC $515 EXP 06/21/24,2,$2.00,$1.32,-$401.32
06/18/2024,Sell to Close,MU 07/05/2024 145.00 C,CALL MICRON TECHNOLOGY $145 EXP 07/05/24,1,$16.90,$0.71,"$1,689.29"
06/17/2024,Sell to Close,AAPL 06/28/2024 225.00 C,CALL APPLE INC $225 EXP 06/28/24,3,$1.40,$2.00,$418.00
06/17/2024,Buy,MSTR,MICROSTRATEGY INC CLASS A,1,"$1,524.00",,"-$1,524.00"
06/17/2024,Buy,MSTR,MICROSTRATEGY INC CLASS A,4,"$1,567.9399",,"-$6,271.76"
06/17/2024,Sell to Close,LRCX 06/21/2024 1100.00 C,CALL LAM RESEARCH CORP $1100 EXP 06/21/24,1,$4.65,$0.67,$464.33
06/17/2024,Buy,SMCI,SUPER MICRO COMPUTER,2,$907.50,,"-$1,815.00"
06/17/2024,Buy,SMCI,SUPER MICRO COMPUTER,3,$893.37,,"-$2,680.11"
06/17/2024,Sell to Close,SMCI 06/21/2024 950.00 C,CALL SUPER MICRO COMPUTE$950 EXP 06/21/24,1,$12.60,$0.70,"$1,259.30"
06/17/2024,Sell,SMCI,SUPER MICRO COMPUTER,5,$849.2701,$0.12,"$4,246.23"
06/17/2024,Buy to Open,SMCI 06/21/2024 950.00 C,CALL SUPER MICRO COMPUTE$950 EXP 06/21/24,1,$6.10,$0.66,-$610.66
06/17/2024,Buy to Open,MU 07/05/2024 145.00 C,CALL MICRON TECHNOLOGY $145 EXP 07/05/24,1,$9.83,$0.66,-$983.66
06/17/2024,Buy,SMCI,SUPER MICRO COMPUTER,3,$844.435,,"-$2,533.31"
06/17/2024,Buy to Open,LRCX 06/21/2024 1100.00 C,CALL LAM RESEARCH CORP $1100 EXP 06/21/24,1,$3.40,$0.66,-$340.66
06/17/2024,Buy,SMCI,SUPER MICRO COMPUTER,2,$848.00,,"-$1,696.00"
06/17/2024,Sell to Close,META 06/28/2024 515.00 C,CALL META PLATFORMS INC $515 EXP 06/28/24,1,$4.20,$0.67,$419.33
